Name	Mean(log(thyroid_black))	Mean(log(thyroid_white))	logFC	M-W U test pval	Adj pval
ACAA1	10.742789515448619	10.701834973781839	0.04095454166678003	0.36126561063141505	0.7095954811064852
PBX2	10.995347995478147	10.954381724369663	0.040966271108484165	0.3390533388096957	0.6910844327254816
TMEM154	3.049134532948555	3.0081602931966476	0.040974239751907504	0.7344964529064778	0.9192309923263313
TMED8	7.90116550439736	7.860189349489139	0.04097615490822104	0.5318813869460339	0.8224336745679376
PHC3	8.157904912573265	8.116928582649463	0.040976329923802624	0.912413565972171	0.9788178756850852
USP13	7.6569825944105006	7.615953749264639	0.04102884514586158	0.782622253839441	0.9365343640793677
VWA5B1	3.1432159345129733	3.1021858908244693	0.04103004368850405	0.9386264877744616	0.9863973222936233
LARGE	7.208616710361468	7.16756693060469	0.04104977975677748	0.78191829733319	0.9364919131285055
TTLL4	7.951628700388603	7.9105630848549096	0.041065615533693034	0.26738127333930184	0.6349651519175076
ME3	7.833252645564614	7.792174032782885	0.041078612781729085	0.6612807285963778	0.8895224631950093
TP53AIP1	1.6629282478883942	1.6218489891145988	0.04107925877379537	0.6467287966791772	0.8827930479029512
FTSJ1	9.670000902267844	9.628913806543638	0.041087095724206435	0.17961690089785032	0.5359080929147526
RNF111	8.42860513159148	8.387490722745888	0.041114408845592365	0.48259626566979186	0.7963975344670395
KIF17	6.514175032967086	6.4730359418451195	0.04113909112196623	0.7497381340319371	0.9234567088455051
COL4A2	10.614185603024321	10.57303378792391	0.041151815100411326	0.6739524079310386	0.8954564276092561
WDFY3	8.326509558372798	8.285319794467801	0.04118976390499718	0.24698877832795807	0.6112460430641082
THYN1	10.73116180444798	10.689962118443379	0.04119968600460133	0.43320891579941856	0.7617650646460375
MDM1	8.216743954021462	8.175507507467284	0.04123644655417813	0.8884677913874296	0.9725192581288538
GCC1	7.5237233303562965	7.48247372059216	0.04124960976413661	0.462817880205423	0.7832759625873508
GRHPR	10.9641855360399	10.922920886776462	0.04126464926343765	0.43428562761381106	0.7627010462972735
RBM20	4.979963762769727	4.938694299316285	0.04126946345344251	0.6612807285963778	0.8895224631950093
MYO1F	7.031159792436283	6.989889464319783	0.04127032811650011	0.9670981731703949	0.99270692165333
ESM1	5.38607358785956	5.344779370429321	0.041294217430238866	0.9649060888324762	0.9921448560194815
TSR3	10.22534943445015	10.184044787126151	0.04130464732399908	0.5151742662630956	0.814087092163427
NCBP2	10.26744223623317	10.226067550466563	0.0413746857666073	0.1409949713660097	0.4862337471156539
PYURF	10.726510927601678	10.685130925223142	0.04138000237853667	0.4684222775999102	0.7871292230715597
TEX10	8.321166292243351	8.279775695172185	0.04139059707116566	0.12788129513810342	0.46421649333369336
ZRANB3	5.934624718465686	5.893221694485245	0.04140302398044149	0.5175442023782316	0.8149329944416699
JAKMIP3	3.6159759836819303	3.574556210023706	0.04141977365822447	0.7476538068804734	0.9234567088455051
CPXM2	7.915809013936323	7.8743453540489785	0.04146365988734413	0.6135173491758952	0.8650803625883713
DVL3	10.046976497005732	10.005468260574716	0.04150823643101553	0.22700548282522182	0.5891725599562405
ATP7B	5.378390871881432	5.336876862552336	0.04151400932909599	0.5981533039338294	0.8570189576935646
RPL22	13.8762790286278	13.83475656255088	0.04152246607692156	0.35646475274480516	0.7056452257596078
POGLUT1	7.549534380516329	7.507978766513784	0.04155561400254548	0.7776983279620039	0.9349423690569685
PSMD4	11.452558093901496	11.41097350058368	0.0415845933178165	0.3085032270732745	0.6677514584571518
MARK2	9.131160997122743	9.089549935629416	0.041611061493327384	0.20036167860582255	0.5605202597187774
KIF11	4.79721230451537	4.755590736087257	0.0416215684281136	0.5500815338925185	0.8319286576358201
C6orf123	4.329786661257896	4.288160757094741	0.041625904163154814	0.8273074217092294	0.9528187418053808
HADHA	11.05069679633278	11.00906323296679	0.041633563365989446	0.4402351112500955	0.7664973084212944
SNAPIN	10.191394951998143	10.14973827880574	0.04165667319240285	0.16437208412507043	0.5183626659888801
ATF6B	11.020697292340802	10.979025806343998	0.04167148599680459	0.2839303564333969	0.6486376883297824
PPT2	8.392558825767145	8.350860284943487	0.04169854082365809	0.49700014442041296	0.804279956476325
DYNC1LI1	8.708604968000648	8.666891645306615	0.04171332269403294	0.21254171643155317	0.574223128088817
RBM26	9.300229471149777	9.258501146443582	0.04172832470619525	0.3934510108827852	0.735076919388314
C17orf89	10.45906905030666	10.417340408971896	0.04172864133476395	0.764378841871074	0.9297999369866838
NUDT17	6.763726820742872	6.721982072693617	0.04174474804925499	0.7173027566016019	0.9121294374548509
ZNF324B	6.421406187543798	6.379658030891724	0.04174815665207454	0.6349220329244496	0.8768635825904357
SEC14L6	1.9731185945929162	1.9313602641247252	0.041758330468190996	0.741411941267472	0.9209872637857718
LY6E	10.951162124702861	10.909363165885864	0.041798958816997356	0.8009860127452028	0.9436287770305732
IL1RAPL2	0.803304866450192	0.7614961451093152	0.041808721340876764	0.816611393172568	0.9495069075182793
TAX1BP1	10.843720422167406	10.801909786885723	0.04181063528168316	0.37739427956838933	0.7224200777275075
WDR16	3.604832375179314	3.5630177747461937	0.04181460043312013	0.5630016007868897	0.8385855200401435
RAB5B	10.60185984610847	10.560037299064923	0.041822547043546265	0.5300782949743414	0.8215988006870388
GPT	5.076986043027376	5.035159901177065	0.041826141850311416	0.8401848979317257	0.9565198075346996
KCNAB3	5.567423764423163	5.525594910291982	0.04182885413118065	0.7317362389978552	0.9182374687954895
ARPC3	12.243255885696229	12.201423397588696	0.041832488107532484	0.36465021968762956	0.7122490134010199
FOCAD	9.11860476290005	9.076740256113778	0.04186450678627196	0.43698416097569037	0.7641243917128443
GEMIN2	7.864651860477645	7.822773235414405	0.041878625063239916	0.4031774978533934	0.7423585674760894
C8orf58	7.546043954482232	7.504161307514187	0.04188264696804467	0.30546507101430176	0.6653665677924248
RNF181	11.808372159461888	11.766479421142817	0.04189273831907059	0.45558839346515934	0.7774714975438045
ZNF549	6.8704709491522635	6.828538178709146	0.041932770443117384	0.42784857192529546	0.7581957956508203
MBD1	10.100698747721019	10.058764686212474	0.041934061508545284	0.21728710877725232	0.5777825704557336
TMUB2	10.161628733026339	10.119663728895638	0.04196500413070048	0.21558365384755185	0.5758594168189519
EARS2	8.526744853257174	8.484756637806932	0.04198821545024245	0.4712385042538295	0.7893866638725906
BTN1A1	0.9078903588050351	0.8658826521685525	0.04200770663648257	0.7173027566016019	0.9121294374548509
CCNT1	7.839999359243023	7.797977103561765	0.042022255681257725	0.40731558638258725	0.7453060845171988
DPP9	8.900928113473544	8.858837869170596	0.04209024430294761	0.4489718080518461	0.7724775217987928
ACTL6A	9.442556463606406	9.4004495715836	0.042106892022806264	0.32850988507657997	0.6835167402050354
NACC1	8.831393712058063	8.7892503833588	0.04214332869926274	0.2826964352193714	0.647198928751124
VCAM1	7.128829066357718	7.086630349271136	0.04219871708658207	0.940814299664455	0.986931053826914
RHBDD2	11.568605169902357	11.526404360615366	0.04220080928699055	0.44349989004653123	0.7682887850782295
GSK3B	8.236744691791241	8.194533483286571	0.04221120850466953	0.3579007700952669	0.707027749753227
ALKBH1	7.763486147025731	7.721200726541479	0.042285420484251546	0.10432133346641836	0.4238956102388245
UTP15	7.142330339408965	7.100039960283223	0.04229037912574185	0.3778898565002651	0.7229887663181875
TMEM127	9.542558998323512	9.500262771859974	0.042296226463538034	0.37000877316375946	0.7161104970093929
CEACAM21	4.578591960930199	4.536293745708432	0.042298215221767244	0.9437320742474126	0.9880000308228258
SLC35A3	8.63674793165309	8.594418960401457	0.04232897125163326	0.24624118286436203	0.6105574434752568
HOMEZ	8.153952674851979	8.111610523143302	0.04234215170867728	0.2935114826707329	0.6556397795166672
CES5A	0.2596239784649442	0.21725533688426282	0.042368641580681404	0.6968585204775406	0.9045750089049871
FBXO17	6.389523220155838	6.34714393295409	0.042379287201748106	0.8109206459261222	0.9474062275949139
ZNF543	5.924407553429941	5.882023735448122	0.04238381798181923	0.3759099540217298	0.7211705554243909
PARN	9.415812950283922	9.37340817585929	0.04240477442463231	0.3759099540217298	0.7211705554243909
PET117	8.242555800952601	8.200149958209051	0.04240584274355008	0.39294305821698206	0.735076919388314
ANXA5	12.73860456589068	12.69617982569132	0.042424740199360045	0.22349965967557417	0.5846561048565868
C20orf202	2.3028472206914676	2.260401113781541	0.04244610690992667	0.7269142273194855	0.915783197837747
FUBP3	10.309534610718243	10.26707864467453	0.042455966043712934	0.3353616840122444	0.6885689954037199
CTD-2267D19.3	7.8662791766124	7.823822396428314	0.04245678018408583	0.6513446584575134	0.8856419978966876
LRRC59	10.017441841658751	9.974981357395391	0.04246048426336024	0.5391246936539373	0.8271726133804134
NDUFAF5	8.360930499958139	8.318465448013058	0.0424650519450811	0.14652100223461384	0.49351590395723827
SDF2	10.568138819577987	10.525655178533475	0.04248364104451241	0.35123048184640326	0.7018443642074497
VDAC3	11.427441778638052	11.384943546251662	0.04249823238638939	0.4912112524262743	0.8015356445826815
C5AR2	3.4762499242636786	3.433747689446383	0.04250223481729565	0.8790612495848195	0.9689198981685367
NEK11	8.329764563479813	8.287228880348767	0.04253568313104594	0.4848855367850352	0.7977240063875483
PSMD7	10.418139583286575	10.375580480281126	0.042559103005448407	0.2572371120384035	0.6233105753650087
TTC21B	7.42605011578012	7.383486316545767	0.04256379923435283	0.4251829455965356	0.7571557451064932
CELA3B	1.5863631638366136	1.5437924751971055	0.04257068863950808	0.8344560768782268	0.9548325001323363
SEH1L	8.485815176080239	8.443220947585354	0.04259422849488459	0.21186996092047283	0.5740219768348187
MN1	4.895156141830531	4.852553917196371	0.042602224634160635	0.7483483784902656	0.9234567088455051
MTERF	7.538838103337472	7.496219521877201	0.04261858146027109	0.4235882363502331	0.7565351535167644
DBR1	7.94558134086958	7.902959020638271	0.04262232023130963	0.31243869393089996	0.6712437765565117
MT-ND5	15.84023258846203	15.79760298193277	0.0426296065292604	0.5630016007868897	0.8385855200401435
COX18	7.293729825431851	7.251088181895508	0.04264164353634303	0.569827185470057	0.8424819533837211
SUPT16H	10.1439537824857	10.101311706333954	0.0426420761517452	0.21592357297595566	0.5763447326744987
BCL7B	10.35372092836456	10.311048830289588	0.04267209807497174	0.23995062653788835	0.6044233486179837
PGM5	7.936508790994137	7.893779937480731	0.04272885351340605	0.8323100149079092	0.9544156901840349
ATG4A	8.424883159760812	8.38213586691028	0.04274729285053169	0.4500707708145325	0.7733454927893448
AIG1	10.431860446320256	10.389100796375601	0.042759649944654754	0.4633766319413638	0.7832759625873508
ARHGAP4	8.232327921243556	8.189551760319782	0.04277616092377379	0.8848479572902819	0.9711251656123066
SMC6	7.567442056468331	7.524645121810719	0.04279693465761181	0.49005783531189206	0.800945283738686
DCUN1D1	8.412322849415565	8.369512285891815	0.04281056352374968	0.2847549933778526	0.6492185702801015
CLK2	10.292325436831918	10.24951298753958	0.04281244929233807	0.40835405199254704	0.7460070212547163
CTCF	9.091392367786522	9.048537592467609	0.04285477531891324	0.4533767890745276	0.7758758479718357
KLHL6	4.818896599962707	4.776029629971492	0.04286696999121453	0.647387379175643	0.88336097621539
FAM169A	6.960695147293252	6.917827991065805	0.0428671562274463	0.7016098395012346	0.9058999218005306
CCL8	4.558825380465189	4.515952980647702	0.042872399817486695	0.8841242763158921	0.9708574808721753
SRPR	11.294651135185228	11.251760057053756	0.04289107813147197	0.3271504957055926	0.6824034850292352
ACADM	10.07465185226586	10.031759920700793	0.042891931565067765	0.4791733997757399	0.7936254962455235
SLFN11	9.30395418203294	9.2610493512016	0.042904830831341556	0.984642408495977	0.9960179706470079
HGFAC	2.2457466111163638	2.202817961099857	0.0429286500165067	0.9284230886992623	0.9831060696198014
ZFP82	6.87256162531147	6.829627845353399	0.04293377995807113	0.5246877151202346	0.8184678944556498
NONO	12.196744300984875	12.153782839403668	0.04296146158120706	0.32850988507657997	0.6835167402050354
C1GALT1C1	9.018371094699924	8.975392843205679	0.04297825149424561	0.4467784570188189	0.7704506447520812
MLH1	9.283954107097836	9.240935846879484	0.043018260218351756	0.23521724524640963	0.5998006819416987
SRGAP2	8.622559680645173	8.5795139017374	0.04304577890777317	0.3607837082705768	0.7092608910863283
ADH7	0.40172731788307336	0.35861425947534653	0.043113058407726834	0.8373194092184089	0.9558268196493458
LRAT	6.404892815022856	6.361724249670358	0.0431685653524978	0.7798075015908241	0.9359334532075978
WDR5B	7.063482035890521	7.0203015909653255	0.04318044492519579	0.7214165829481549	0.913767370372169
INPP5A	8.692557674142751	8.649362995916553	0.04319467822619849	0.6375378837337566	0.8784777134417172
RIPPLY1	1.3238192914493168	1.2806121202148844	0.04320717123443241	0.8301652021317341	0.9539170749177759
CNGB3	0.2955129541333587	0.25225872436080443	0.043254229772554276	0.6632751957957836	0.8901671234954173
PMM1	9.143256461950823	9.099998764096023	0.04325769785480027	0.30546507101430176	0.6653665677924248
MOAP1	9.469301308107667	9.426030320637434	0.04327098747023328	0.6659382000695437	0.891507387508566
CELF2	7.6160544583551655	7.572769344397924	0.04328511395724188	0.7152489055164346	0.9118735083839907
KLHL34	0.5796616009546867	0.5363674719237026	0.04329412903098406	0.4273146696660727	0.7581957956508203
WDR25	8.455812324706502	8.412508728563983	0.04330359614251833	0.5537580366589581	0.8339849698083132
ZBTB39	5.886516960364275	5.843213086192211	0.043303874172063495	0.4348245627737781	0.7627648754802588
UBBP4	8.167677337418276	8.124344821793098	0.04333251562517759	0.4273146696660727	0.7581957956508203
NCAPD2	8.585815127070767	8.54247204909388	0.0433430779768873	0.7812145194258434	0.9363263460206293
PGLS	10.707441700643548	10.664081941345177	0.04335975929837055	0.4701108942638016	0.7884390465358094
IDO2	4.795607296754571	4.752234858806867	0.043372437947703624	0.9291515328142248	0.9831343083669918
AF196779.12	0.7609614684679844	0.717547395426164	0.043414073041820433	0.7539122614549405	0.9257804669690093
COL9A1	2.932001502870841	2.8885841095546723	0.043417393316168784	0.7269142273194855	0.915783197837747
KCNH4	0.9156515663295285	0.8722328535116862	0.043418712817842264	0.7214165829481549	0.913767370372169
MAN2B2	9.616046659993241	9.572621940428043	0.043424719565198444	0.6212640908891833	0.8703432017902928
PA2G4	10.871627527212794	10.828164379608914	0.04346314760388026	0.13853672573211817	0.4832466671199648
NIP7	8.171858617364402	8.128389940157879	0.0434686772065227	0.48316803226118865	0.7969078249901076
MARCH2	10.308603705182563	10.265130594309962	0.04347311087260053	0.4478743695969897	0.7713909607622825
MAPRE1	10.758837079426094	10.715355362250012	0.04348171717608196	0.25455222889238005	0.6200220934315936
CCDC97	8.813483640640081	8.769999599969978	0.04348404067010314	0.26936318142842897	0.6371791479639626
C1orf198	9.819069129224188	9.775580580996257	0.04348854822793058	0.7553052435003536	0.9261795781462725
HIST1H2BK	10.805814453317462	10.762321543519638	0.04349290979782339	0.8237384136458497	0.951717565775437
C1QTNF9B	3.389476400360955	3.345974183622851	0.04350221673810406	0.7692781478421281	0.9310269556420014
ZNF175	7.457909787268088	7.414384855832819	0.04352493143526903	0.4413218363181646	0.7671426250860373
GGA1	10.37139523706245	10.32786542562299	0.04352981143945911	0.43536388386742897	0.7631963666371755
ATG4B	10.5244186713577	10.480861165871827	0.04355750548587345	0.20425482777070014	0.5654185930019746
UBOX5	6.846275104382555	6.802659717683551	0.04361538669900433	0.2330550466968212	0.5967100394267549
DEGS1	10.43767419705482	10.394044691624664	0.043629505430155646	0.5045797130877225	0.8089265611578875
PABPC5	5.076472838795625	5.0328295056196195	0.04364333317600533	0.8689502212806197	0.9656062865313714
MUC12	2.8608955888192997	2.817242989895276	0.04365259892402351	0.9948805218245501	0.9988293309519684
RBPMS2	8.356746016900278	8.31307123663726	0.043674780263017965	0.571072428783796	0.843227750365696
CDC23	8.74395052040523	8.70026102724916	0.0436894931560694	0.19747756621889612	0.5579369277037755
CCDC53	10.11744229912551	10.07374596297264	0.043696336152871496	0.3934510108827852	0.735076919388314
TMED2	11.814883941608983	11.771160950767307	0.04372299084167608	0.333525600955928	0.6874453929098158
RBM4	11.542791040184683	11.499063600544497	0.043727439640186105	0.34745449196635425	0.6984372193919696
C16orf62	9.462327132671504	9.418576655597107	0.043750477074397054	0.12628265494344515	0.4611709869320279
DDX27	9.737674140352333	9.693895234705602	0.04377890564673059	0.14857104218104167	0.4961994902257713
FAM173A	9.12209386838945	9.078276777339566	0.04381709104988474	0.5300782949743414	0.8215988006870388
NEK10	3.986559166293022	3.942737261243454	0.043821905049568066	0.9546801356846917	0.9901836454860531
FAM73A	7.810003034412469	7.766181064320313	0.04382197009215627	0.8073689758734071	0.9460080929425779
THAP4	9.979303155444812	9.935469057660859	0.04383409778395375	0.1301923119057754	0.4683117488500853
TMEM259	11.708837613544686	11.664981325432606	0.043856288112079866	0.5361006514475404	0.8248259748384393
DDX1	10.59465093542391	10.550786389740678	0.04386454568323295	0.28146615379133466	0.6468216520943579
FAM207A	8.247207481366452	8.203334140008621	0.0438733413578305	0.5873772821608833	0.8511549222401341
ZDHHC4	10.668603666039694	10.62471863340024	0.043885032639453314	0.28434247259125833	0.6490092882356181
AL139099.1	2.8413038059364437	2.7973919165984746	0.04391188933796908	0.6679382233832843	0.8928722052448895
TMEM165	10.419535131419675	10.375617968614849	0.04391716280482605	0.1588798285320534	0.5100510201349827
LARP1	10.693953427488957	10.649999806716158	0.04395362077279863	0.3349020540993396	0.6880907275786521
ARHGAP39	7.355115284149528	7.311161642878107	0.043953641271420985	0.5354968693153666	0.8246633674929356
UBL7	10.311860021797857	10.267902521874891	0.04395749992296594	0.19430876387434937	0.5542288500672906
DNAJC5	9.724418387015428	9.680449013556249	0.04396937345917884	0.3244426912189884	0.6802613737600987
SACM1L	9.934651155280092	9.890674324868296	0.04397683041179512	0.3641654946817764	0.7119894781690297
FUT2	4.217709152528365	4.1737187782498	0.04399037427856545	0.9700213362230931	0.9929755817713997
CALHM2	8.579996619409403	8.535991887353376	0.04400473205602751	0.8180356046893481	0.9498277714489504
ELP3	8.888369409178038	8.844268515791757	0.04410089338628076	0.5193253500737653	0.8161851290596663
ADCY4	8.677209766953286	8.633108642625974	0.04410112432731239	0.5773179957311522	0.8455259620631881
TRMT61B	8.079770055337082	8.035658331195602	0.044111724141480124	0.3970178026329093	0.737579131036473
COPA	10.72674347140432	10.682621352101158	0.04412211930316268	0.3593404225079312	0.7078753677354724
VAPB	9.948138886506301	9.904008142496465	0.044130744009835965	0.4528248361602065	0.775808646862623
DLC1	8.583021473921672	8.538877000156441	0.044144473765230785	0.5537580366589581	0.8339849698083132
MSRB2	10.43953472066852	10.395280509260099	0.044254211408421895	0.6826763908338809	0.8986557592964682
ZNF35	6.406748078720687	6.362464880135777	0.044283198584910366	0.3709882860935688	0.7170917709972485
ZNF696	6.564173475732235	6.519889926191661	0.04428354954057401	0.765078170677457	0.9297999369866838
TXNL4A	10.780465452699739	10.736179518007239	0.04428593469249975	0.6019779206917899	0.858984712970217
SPATA31A7	0.0732612722944885	0.028943019861573358	0.04431825243291515	0.8545433917661702	0.9613877100843521
TMEM141	11.629767325244702	11.585430755319381	0.044336569925320646	0.47463026880728576	0.7909201624593548
C10orf35	7.957902123064983	7.9135581071926415	0.04434401587234138	0.438066272115598	0.7646950012239309
STAT2	10.585348573603863	10.540973629889216	0.04437494371464723	0.22948277874470746	0.5922262103583127
INSL5	1.528439598361789	1.4840466610681895	0.04439293729359961	0.6806593451672283	0.8975575985942771
DDX41	10.561627464118795	10.517228172218832	0.04439929189996228	0.21797119436085377	0.5786722145335086
MSRB1	8.613023655826229	8.56861439696624	0.044409258859989365	0.32130208263992643	0.6771847620690128
MPG	10.562325630984645	10.517902213803529	0.04442341718111642	0.45392912146606135	0.7758758479718357
PIM2	7.768144217108183	7.723712559732836	0.04443165737534738	0.7269142273194855	0.915783197837747
PTX4	0.9712519233415646	0.9268085384265016	0.044443384915063056	0.6083766542935088	0.8619024214697303
PNMA5	0.8696846060861461	0.8252203878845091	0.04446421820163693	0.8223118260591721	0.9510950702521047
U2AF2	11.478604509649012	11.434082457812934	0.04452205183607738	0.15511867594280526	0.5063669701147822
COX15	9.073721369628004	9.029175473959551	0.04454589566845257	0.43267113949530145	0.761701961574522
TNFAIP8L1	6.537463299962134	6.492917049880127	0.04454625008200708	0.8201730471011527	0.9498277714489504
DEFB4B	0.15256460001295938	0.10801499635752387	0.044549603655435505	0.8646233756163322	0.9642104535377284
ZFAT	6.856280908457937	6.8117246860543865	0.04455622240355073	0.19843554166933441	0.5589958367953469
EMILIN2	8.033021990361965	7.9884655750192755	0.04455641534268917	0.5234936324668172	0.8182171330660553
AC010536.1	3.651197590048535	3.606585267050633	0.044612322997902076	0.515766221480976	0.814386546350922
ERBB2	10.875581458603142	10.830935924655469	0.04464553394767279	0.5403366993730022	0.8280095640086719
SSTR3	0.8882160838627127	0.8435640318114999	0.04465205205121281	0.5488587103940628	0.8315985718549642
RLTPR	5.179718609783401	5.135065253017012	0.04465335676638915	0.9073267594288495	0.9781705406214531
ANKRD18A	6.7900081264571295	6.745352854272155	0.04465527218497467	0.8401848979317257	0.9565198075346996
MED4	10.214883947649215	10.170225205993656	0.04465874165555839	0.3675670291344785	0.7146827900581939
CDH5	9.486277832653954	9.441610430070055	0.04466740258389912	0.8610207632298716	0.9627277836408658
FBXO24	4.063086734056279	4.018386723728897	0.044700010327382245	0.816611393172568	0.9495069075182793
CYB561	10.494186109753604	10.449475554221356	0.04471055553224801	0.7296683521448581	0.9176025431060735
C11orf48	10.726976037211525	10.68224716201117	0.044728875200355844	0.28516791884351667	0.6494283028608385
PNPLA4	9.356976833110204	9.312246711307731	0.04473012180247338	0.5163585294314303	0.8144744100125766
SAP130	8.062795142478045	8.01805307193656	0.044742070541484935	0.3376659238146619	0.6896458230921411
NOC4L	8.69511715468508	8.65037446003089	0.04474269465419134	0.36465021968762956	0.7122490134010199
KDM4C	8.597441296237134	8.552695849389456	0.04474544684767778	0.751824290284655	0.9246504575002793
ZNF41	6.867223971970245	6.822440161252627	0.04478381071761817	0.7636797051749821	0.9295638812088474
BEST2	0.5760611464645001	0.5312571701673517	0.044803976297148385	0.5580624418479961	0.8358773904873514
ZBTB38	9.153718960896436	9.108913711543673	0.044805249352762644	0.7960306320941913	0.9419954432553224
FAM122A	8.11464808227394	8.069812670937598	0.044835411336341835	0.3778898565002651	0.7229887663181875
CHPF	10.709533970856278	10.664681302310036	0.04485266854624115	0.590537364165439	0.8526810811211429
CASP6	8.389536030130822	8.344644247091669	0.04489178303915331	0.43374707856384387	0.7621962364728604
SIRT7	8.558836398982322	8.513932425562457	0.044903973419865295	0.1955717775433773	0.555655727397814
CCT5	11.439534411169916	11.39460678856603	0.044927622603886164	0.369030868667911	0.7152820540847163
MBD3	10.41511509640797	10.370149585025862	0.04496551138210769	0.23269605520428605	0.5962938732771151
PPFIBP1	9.58953497171847	9.54456920519839	0.04496576652007889	0.9502997686239971	0.9890199089193804
CTRL	3.988236553504273	3.943253661868951	0.0449828916353221	0.5660992468638231	0.8403436086921114
ZSCAN2	7.22232992416287	7.177343320176229	0.044986603986640894	0.5692050498889393	0.8420406440238293
CCL21	13.253022549552822	13.208013784438622	0.0450087651142006	0.8740031635029861	0.9669499034428496
ACBD3	9.330931567103683	9.285917220500835	0.045014346602847866	0.6434400420921078	0.8816740686616106
ANAPC2	9.593256306459592	9.548240391911285	0.04501591454830667	0.4854587723914561	0.7977240063875483
KLHL23	6.913486768952996	6.8684628898221645	0.04502387913083172	0.48316803226118865	0.7969078249901076
SAR1B	9.489069937610818	9.444044773839524	0.045025163771294174	0.35550942814222486	0.7045965508027205
SLC9A4	0.5463241461761001	0.5012865623745533	0.04503758380154688	0.5987899735462303	0.8577287241013014
MIS18BP1	7.640007915714583	7.594905041582946	0.04510287413163727	0.30330715059896207	0.6636028143570757
AHCYL1	10.711859769440126	10.666704093537916	0.045155675902210035	0.5312800111833351	0.8220621549423024
CUL2	8.603256209652983	8.55809038956085	0.04516582009213366	0.2132150088847724	0.574223128088817
LPPR1	0.719115044533549	0.6739420973899125	0.04517294714363651	0.3536036297833395	0.7030381338006745
RAB7A	12.143488409505299	12.09831478465087	0.045173624854427885	0.22983824240235595	0.5927236010523516
ZDHHC23	7.4439521285698085	7.39876775718116	0.045184371388648614	0.35982111414285534	0.7082860063521056
ID2	12.04720942153753	12.002022432668351	0.0451869888691796	0.6427831258015073	0.881370748915604
VAMP8	12.084185741009271	12.038988825205768	0.045196915803503046	0.7200444048900587	0.9130656386198126
ERAP1	8.391392745553457	8.346179605649576	0.04521313990388087	0.48259626566979186	0.7963975344670395
GSTM2	11.571627903303439	11.526404493156209	0.04522341014722997	0.8567014489922444	0.9617362256701445
IFT57	10.6932545460172	10.64801469810591	0.0452398479112901	0.4120010790945008	0.7482412896359243
UBAP2L	11.002557069308315	10.957302936570644	0.045254132737671426	0.10629140728004693	0.4268531663471256
ITGB5	10.137209511324631	10.091947697649555	0.04526181367507576	0.4021469245406917	0.7413604403011516
TTC6	0.38659080034497306	0.3412840596835726	0.045306740661400446	0.1731659415014648	0.5280807311829666
SPN	5.32144625685579	5.276130499496648	0.04531575735914206	0.8603005851500007	0.962454343433369
RPTOR	7.99813779445646	7.952808458346189	0.0453293361102709	0.3437044276782576	0.695891610547685
ELF1	10.055349890515362	10.009999939619656	0.045349950895706925	0.9160492100738714	0.9798019741507809
C6orf163	4.550190377159037	4.504837293424132	0.045353083734904764	0.7145647454635173	0.9115755915089364
ANKRD17	9.024417727391366	8.97906262156272	0.0453551058286461	0.37739427956838933	0.7224200777275075
MTF1	6.649772202313406	6.604414951539251	0.04535725077415442	0.5537580366589581	0.8339849698083132
TMEM97	6.370905292815843	6.325540033724404	0.04536525909143929	0.5636204753532077	0.8389584059773288
SMIM4	10.881395748163834	10.836029946103393	0.045365802060441496	0.842335407376501	0.9574717537848481
ABHD16B	7.016278660261313	6.970901171130747	0.04537748913056561	0.6122303791943036	0.8642694105795409
RBFA	8.586277621872677	8.540898436687982	0.04537918518469475	0.5045797130877225	0.8089265611578875
PAPPA-AS1	2.2814774271714824	2.2360976330730287	0.04537979409845372	0.7179878289413513	0.9123635459586862
HDAC3	10.372557423302538	10.32715349371753	0.045403929585008385	0.16023969444796238	0.5113519038525128
SATL1	4.27882137482856	4.2333989611253795	0.04542241370318045	0.2669860978886939	0.6344403463920789
SLC20A2	11.464651013559937	11.419213354366356	0.045437659193581226	0.6619452847566711	0.8899562620691344
JTB	11.939534848701582	11.894082433861417	0.045452414840164934	0.19493952045491947	0.5549849220767538
AMOT	6.861630364818005	6.816177194585812	0.045453170232192974	0.7903774063862414	0.9402543160955144
PSMB7	11.499767563873132	11.454269653222587	0.045497910650544426	0.21831381709762543	0.5791596849208965
WDSUB1	8.476513310106611	8.431011378197626	0.04550193190898533	0.388389390011296	0.7311709293865746
CCNJ	6.1234832959769525	6.077932245875425	0.045551050101527935	0.27015876045053855	0.6378184269283391
SPINK1	2.010285491354469	1.9647332778624518	0.045552213492017435	0.9473803498453052	0.988183902141048
POLE3	9.478372989524694	9.43280861631583	0.04556437320886353	0.5306789804238478	0.8218304074387003
DDOST	12.21627933245288	12.17071163691206	0.04556769554081974	0.3460451784433197	0.6975290304161305
R3HCC1L	7.58070060396451	7.535059922791845	0.04564068117266462	0.24773796212606336	0.6120189590667208
SERPINA3	8.132543281785452	8.08689760020781	0.045645681577642705	0.782622253839441	0.9365343640793677
ZNF449	6.805119991159795	6.759438229598594	0.04568176156120085	0.902969654675661	0.976189205209138
NYAP2	0.5319198281436696	0.4861712667185428	0.04574856142512673	0.9306085985467458	0.9837615391649254
DICER1	8.756278867647794	8.710524379087952	0.04575448855984199	0.43860790506529357	0.7651271232805676
DGCR6L	10.735581340656962	10.689812538558678	0.0457688020982836	0.8595805232383181	0.9620033484432035
