Name	Mean(log(prostate_black))	Mean(log(prostate_white))	logFC	M-W U test pval	Adj pval
LACE1	5.796130739171318	5.725378545998102	0.0707521931732158	0.5338414360628403	0.8567430590039168
C1QC	10.10000179960647	10.029212942459715	0.07078885714675565	0.8645459504272337	0.9668474577329309
PARP14	8.174615678521835	8.103820575811898	0.07079510270993694	0.49501066340032207	0.8382272619104291
ZC3H11A	10.389230432287649	10.318427489241659	0.07080294304599022	0.3691281931494872	0.7642749719916395
TMEM176A	8.768463963748514	8.697638183418077	0.07082578033043774	0.8370160450946089	0.9580025272286964
ATP6C	0.9769747200097261	0.9061356478987236	0.07083907211100249	0.9121064766649007	0.9778245322004459
EMG1	9.926154615177678	9.855279499121673	0.07087511605600483	0.7029662425904515	0.9159634549658227
LST3	0.4353137524359788	0.36441894924140295	0.07089480319457586	0.5983165872362981	0.8793393899834085
TM7SF2	10.687691454895148	10.616742085642205	0.07094936925294348	0.81747127010833	0.951965392366066
ATL2	9.780769473207167	9.709775086274513	0.0709943869326537	0.6088114250528285	0.8820742778887918
CCDC171	5.355381080704835	5.284368612041949	0.07101246866288591	0.9081286343851969	0.9771839698329812
CSRP2	10.35846067870687	10.287415386629748	0.0710452920771214	0.9360163354256906	0.9836543277999236
STRADB	8.417691379480924	8.3466323812795	0.07105899820142447	0.8684930695766705	0.9678147086294024
GARNL3	8.34462421950998	8.27348364821408	0.07114057129589924	0.9959967420491582	0.9981891187650931
PRICKLE1	6.7292542732820575	6.658095675757105	0.07115859752495268	0.9839879759127153	0.9941411859160308
PRPSAP2	9.082306420835891	9.011008310530448	0.07129811030544353	0.43675124072121685	0.8016643414649064
KCNK13	3.165497485974192	3.0941159516811108	0.07138153429308103	0.8409375126284334	0.9593556740158499
FNTA	10.50769177881155	10.43629203127308	0.07139974753846978	0.35590590986260096	0.7573917305933264
RNF214	8.516156189068484	8.444719447720669	0.07143674134781541	0.4792881926022565	0.8298123931621157
DNAL1	7.5046061995993805	7.433147555270292	0.07145864432908855	0.8566619392458061	0.9638902284409133
OR1J1	0.38369002489534043	0.3122020097575587	0.07148801513778175	0.6807619602404382	0.9088137237867513
HIATL1	9.312310485555676	9.240786101308474	0.07152438424720131	0.2897532220097354	0.7112799136327405
FBXO21	9.386923436070619	9.315280736601803	0.07164269946881596	0.3691281931494872	0.7642749719916395
MUC16	2.581884523232288	2.5102122192892358	0.07167230394305202	0.9639827680680203	0.9909716737443433
GPR1	2.3327964810853183	2.261107708765649	0.07168877231966952	0.9041530946044045	0.9754997724487805
KIF5A	3.3870677339970774	3.3153582802436388	0.07170945375343862	0.991993584874491	0.9970301968948251
ATP5J2-PTCD1	6.420020066838861	6.348304430397748	0.07171563644111245	0.44269145959918765	0.8051829483891347
ORAI3	9.637690641964495	9.565955463678021	0.07173517828647391	0.5948366439264114	0.8779613387784914
CLDN15	6.958448653676175	6.8866311697047715	0.07181748397140364	0.6881338447963885	0.9108433448238845
MEPCE	9.809999369658307	9.73808979035591	0.07190957930239783	0.2807069575739327	0.707282112802499
CAP1	11.943846402954263	11.871910207790645	0.07193619516361771	0.5404596746191069	0.8598629854252796
CGB7	4.33004540238073	4.258103419618793	0.07194198276193653	0.9240528290677741	0.9801881369318133
OSGIN2	7.618466833944572	7.54651754632546	0.07194928761911168	0.28520583699933266	0.7095858884469736
RFK	8.371532881583741	8.299438402207993	0.07209447937574787	0.6229304753100176	0.8879087278974751
KDM3A	8.921536143124488	8.849438440794128	0.07209770233036039	0.6770873690634635	0.9071665684825864
RCAN2	9.026148700119641	8.954045848607654	0.07210285151198725	0.6158531787832358	0.885094546401538
RHPN1	7.141549969631883	7.069436816306653	0.07211315332522972	0.9280388911142782	0.9816148382491134
RFX3	5.986157751648449	5.9140372948847615	0.07212045676368728	0.9121064766649007	0.9778245322004459
CGNL1	9.540772447130916	9.468651518811741	0.07212092831917438	0.8566619392458061	0.9638902284409133
S100A13	11.24461534469762	11.172471763006296	0.07214358169132318	0.70669234599893	0.9175362518950961
RAB22A	7.4023093533088495	7.33012239398695	0.07218695932189956	0.404911339314322	0.7848281515104759
SNX8	8.406930145016817	8.334718408541818	0.07221173647499946	0.5272643869727321	0.8534073067496799
ZNF610	6.6469347077753245	6.574719182627222	0.0722155251481027	0.6407756696625078	0.8938955569432088
METTL20	6.289983418114384	6.217745431839081	0.07223798627530353	0.666109918129939	0.9047728094408152
MAPRE2	8.499224876478962	8.42696730786127	0.07225756861769206	0.9200686731119482	0.9801881369318133
UBE2L3	10.913846557001754	10.841572830140043	0.0722737268617113	0.3379034786038372	0.7465604940353128
MKI67IP	9.748461884293173	9.676181249962905	0.07228063433026755	0.5504633571722519	0.8631856949217369
PRKCI	8.997690846396976	8.925393191638243	0.07229765475873329	0.5013759570761872	0.8425817966477366
PARVA	10.820000424904826	10.747639957773597	0.07236046713122946	0.6844441445496784	0.9096618813791683
ZNF385A	9.656153551567689	9.583707925040736	0.07244562652695308	0.778731717209543	0.9384147445126844
TBC1D19	6.9953885175676	6.922921461363467	0.07246705620413252	0.5013759570761872	0.8425817966477366
C1QTNF9	2.7027251401500547	2.6302536297396664	0.07247151041038835	0.7367478199239406	0.9258660844917751
VTI1B	10.939999614151942	10.867527593592207	0.07247202055973467	0.43675124072121685	0.8016643414649064
PKM	13.524615163971182	13.452134886315884	0.07248027765529841	0.27404943250295977	0.7021649218829351
TFG	10.893845963545859	10.82134794409068	0.07249801945517831	0.5110045779777463	0.847347298017911
CTC-349C3.1	5.044603009747642	4.972027820986374	0.07257518876126845	0.5913659742191256	0.8771752013747122
NDUFB11	11.379999261982809	11.307415095958904	0.07258416602390483	0.45774241814396466	0.8164941154983236
ZNF212	7.854613414853971	7.782024186871777	0.0725892279821938	0.3964747385366161	0.779173188543094
SBDS	11.373846108235742	11.301123426547033	0.07272268168870966	0.35590590986260096	0.7573917305933264
DOK2	5.852302284991661	5.7795533852004475	0.0727488997912138	0.8684930695766705	0.9678147086294024
USMG5	12.866153971910897	12.793370892196693	0.07278307971420439	0.5673361100271168	0.8687006251735204
PSMA3	11.20000018034087	11.127190493974874	0.07280968636599638	0.41059490459903125	0.7877124620833833
SESN2	7.103075147442258	7.030227119796849	0.0728480276454091	0.6479730751040984	0.8976788105732421
HMOX2	10.340000099384003	10.267078840385652	0.07292125899835078	0.48868880557840433	0.8343489760189275
FEM1C	7.879234032526794	7.806292875552946	0.07294115697384829	0.6844441445496784	0.9096618813791683
RPL12	15.893076937615401	15.820112359526304	0.07296457808909729	0.6734204476724661	0.9065217823202715
NAA60	10.143077740470865	10.070112746976267	0.07296499349459751	0.7443271694578325	0.9283445014495306
EMC4	11.462307103012522	11.389325928136229	0.07298117487629341	0.14987233326293237	0.5996210310598691
KRT25	0.29523262961707253	0.22223645847845327	0.07299617113861925	0.5272643869727321	0.8534073067496799
DNM3	5.715376453079238	5.642367334041858	0.07300911903737983	0.6515842081026086	0.8988525676385932
GFM1	9.049233339383733	8.976179101169754	0.07305423821397916	0.6734204476724661	0.9065217823202715
NELFCD	10.39615276645264	10.32303417156606	0.07311859488658001	0.4192085494755198	0.7929607502127302
METTL13	8.92538063551127	8.852246908294125	0.0731337272171455	0.3964747385366161	0.779173188543094
PLEKHA8	6.169224691182104	6.096061397756196	0.07316329342590855	0.9160865225826786	0.9789220060597162
PRR12	8.138465850152677	8.065281610642598	0.0731842395100788	0.7710460205508478	0.9352797473206367
AL136115.1	2.39577084756551	2.322577563064463	0.073193284501047	0.8330986229297279	0.9563436571570252
LYST	7.325392590507367	7.25214061034897	0.07325198015839707	0.6018057410912148	0.8793393899834085
GIT2	8.525386438380343	8.452133542758109	0.07325289562223425	0.5605573471661444	0.8655252570232997
SLC25A38	9.810001667898128	9.736741904165964	0.07325976373216392	0.46384228212188217	0.8207029672596636
IBSP	0.43068309819350586	0.3574194157108592	0.07326368248264664	0.8135754836337743	0.9496754716022495
TAT	1.11096253314722	1.037697295312225	0.07326523783499495	0.5775772703036235	0.8719195330545085
EWSR1	11.969230694283576	11.895955133048584	0.07327556123499157	0.46384228212188217	0.8207029672596636
SUSD2	6.834630478344682	6.761337510419491	0.07329296792519102	0.5983165872362981	0.8793393899834085
PFAS	7.71847403505914	7.645166915229145	0.07330711982999549	0.6088114250528285	0.8820742778887918
SNAI2	9.012301375317536	8.938989708273223	0.07331166704431347	0.8487922049418879	0.9618694316720591
SIK3	8.389233483879433	8.31583982968184	0.07339365419759325	0.3278837646663	0.7396778300635025
SLC16A9	7.240771326171975	7.167302880751316	0.07346844542065956	0.8330986229297279	0.9563436571570252
KIF12	7.048447923347696	6.974923960632384	0.07352396271531259	0.9959967420491582	0.9981891187650931
PROSER2	7.923847505598281	7.8502264018742824	0.07362110372399844	0.8252762917606598	0.9534943745191355
TXN2	11.243076885977395	11.169438349007024	0.07363853697037115	0.4824107194128002	0.8310314057837607
ZBTB48	9.466151635340488	9.392471636244665	0.07367999909582323	0.8487922049418879	0.9618694316720591
TOE1	7.883846994580233	7.810114880131724	0.07373211444850902	0.6624664605387971	0.9035979013879998
BTN2A2	7.587699130935672	7.513932176614582	0.0737669543210897	0.5775772703036235	0.8719195330545085
OBSCN	7.81692542642698	7.743141814295725	0.07378361213125562	0.798039326474844	0.943697955571707
ZNHIT2	8.417694524233319	8.34381832411527	0.07387620011804863	0.5142354533880967	0.8486096481609294
CALM1	12.865384713891356	12.791460721076822	0.07392399281453343	0.4192085494755198	0.7929607502127302
ZNF652	9.585386578595847	9.511461077865615	0.07392550073023152	0.8135754836337743	0.9496754716022495
TBC1D22A	8.506148417768394	8.432135672419188	0.0740127453492061	0.42210321404777373	0.7948039427458701
ADNP2	7.550011114918234	7.475953372303089	0.0740577426151443	0.7141655969941828	0.9193739911258965
RAVER2	8.14462421181302	8.070564324342213	0.07405988747080805	0.5879046405376945	0.8755351470661945
CD5L	0.48482986635251624	0.4107354764410064	0.07409438991150985	0.6992472611967921	0.9143886781730436
GRIN1	5.744600570521931	5.670467629529338	0.07413294099259282	0.7903007259734626	0.9426877666641801
CLPTM1L	10.88999963540832	10.815841921663997	0.0741577137443219	0.3745015561304247	0.7672879221787934
NKAIN1	5.35629573436339	5.282127969235924	0.07416776512746548	0.9839879759127153	0.9941411859160308
PEX1	8.230762364142452	8.156515008966398	0.07424735517605363	0.4163255932097778	0.7916184697782912
ISCU	12.025384849570113	11.951123706000935	0.07426114356917779	0.6479730751040984	0.8976788105732421
USP16	9.52538151340682	9.4508995605981	0.07448195280872127	0.3429863200225286	0.7479902838283189
ANP32E	8.734612808422263	8.660112539548768	0.07450026887349459	0.5810102277558451	0.8731214017567003
DTD2	8.129232711431742	8.054716421879036	0.07451628955270628	0.31805886883241385	0.7347143733099849
YTHDC2	7.622315669415096	7.54775454433808	0.0745611250770164	0.3691281931494872	0.7642749719916395
ZCWPW1	7.461535496691038	7.3869688130902285	0.07456668360080965	0.7329676745364753	0.9246247342701591
PPP3CA	10.79538518093552	10.7207867293489	0.07459845158662048	0.6588309738454132	0.9019491615179032
KIAA1456	4.935378647625596	4.860684561263003	0.07469408636259267	0.9799857256094662	0.9929068169568622
LRRC61	8.067688329892613	7.992922206455306	0.07476612343730693	0.4918442837598679	0.8362087468105596
VAMP4	8.25692489044448	8.182135263793073	0.0747896266514072	0.3691281931494872	0.7642749719916395
SETD9	7.899992674990424	7.825167928975123	0.07482474601530065	0.5741538921679956	0.8710113023043345
KCTD17	8.394617316080312	8.319777495344011	0.07483982073630102	0.8135754836337743	0.9496754716022495
RPL22	14.044615313065343	13.96977528693787	0.07484002612747354	0.23836640271424403	0.6761883062666375
ZNF418	6.734629007733986	6.659777305535375	0.07485170219861104	0.5538180589167812	0.8645011133103984
ZSWIM4	6.623070850913636	6.548193430105413	0.0748774208082228	0.6158531787832358	0.885094546401538
CALU	11.245384048041213	11.17044879629863	0.07493525174258409	0.4279275649593153	0.7972804923825115
SPANXD	0.15544649357926027	0.08046970526250277	0.0749767883167575	0.7029662425904515	0.9159634549658227
AL136376.1	0.8953866360841567	0.820334763360806	0.07505187272335068	0.9160865225826786	0.9789220060597162
MPHOSPH8	9.773846953095513	9.698763662658422	0.07508329043709061	0.40774722002821007	0.7868912123719151
ZDHHC5	9.983078021406559	9.9079780744432	0.07509994696335909	0.25264094328091946	0.6865259413655782
PHF15	8.63153699427242	8.556402108841569	0.07513488543085067	0.9719828368510578	0.9920282125493984
C1orf50	8.366155638296553	8.29101376952425	0.07514186877230244	0.39368628804491146	0.7778058882484191
KCTD20	8.96615450062196	8.891010713446423	0.07514378717553605	0.3745015561304247	0.7672879221787934
ADC	6.885380946385439	6.810231960644503	0.07514898574093554	0.5913659742191256	0.8771752013747122
CARF	6.920770858416005	6.845620800603275	0.07515005781273043	0.7179125823863085	0.9208778666304727
ORC5	8.889234082828164	8.814045513992353	0.07518856883581115	0.46384228212188217	0.8207029672596636
NLRP1	8.988460088098337	8.91325909654676	0.07520099155157745	0.8962093171099861	0.9736199047486915
FABP1	1.6829500525039505	1.6077046391799554	0.07524541332399504	0.7367478199239406	0.9258660844917751
FMO3	3.7816536053788568	3.7064072934210452	0.07524631195781151	0.9280388911142782	0.9816148382491134
CAPZA1	10.216153607303381	10.140899257766312	0.07525434953706878	0.45774241814396466	0.8164941154983236
PTGDR2	2.359079478787724	2.28370912280269	0.07537035598503428	0.9759839790348974	0.9922748967891225
MYT1	1.800392452231266	1.7249427329244944	0.07544971930677158	0.4486776135799747	0.8094419711261516
IFT80	7.932305904291683	7.8568492746521645	0.07545662963951827	0.6123278259008911	0.8836540701511116
PLEKHB1	8.726156568023326	8.650676270324832	0.07548029769849407	0.7104254910823602	0.9184545356422193
HHIPL1	5.276916085249001	5.201431987817852	0.07548409743114881	0.6697612721754149	0.9054106508950903
RNASEH2B	9.426925542794054	9.351347421917433	0.07557812087662086	0.27404943250295977	0.7021649218829351
MCM3	9.535384619395014	9.459774473493564	0.07561014590145021	0.27185442958021366	0.7012766106961545
CLU	15.489999942547927	15.41438203211001	0.07561791043791644	0.6229304753100176	0.8879087278974751
PAFAH1B2	9.714613500612549	9.638989058114216	0.07562444249833256	0.5775772703036235	0.8719195330545085
ABCE1	8.958462774085875	8.882807953504082	0.07565482058179285	0.5605573471661444	0.8655252570232997
ATP9A	9.251538317799202	9.175840934107972	0.0756973836912298	0.39927507743238466	0.7808846338271681
BTBD8	4.2776981188019585	4.201923835844595	0.07577428295736333	0.7141655969941828	0.9193739911258965
DGCR14	8.429234267350283	8.353371780453694	0.07586248689658959	0.4918442837598679	0.8362087468105596
ZBTB24	6.513849686625917	6.437972355110307	0.07587733151560982	0.15709906258286033	0.6075787062559042
C13orf45	0.5841205326278419	0.5082077963875604	0.0759127362402815	0.7672115320548987	0.9343624730362321
U2AF1	11.345384050721899	11.269438061836432	0.07594598888546678	0.6193874175183626	0.8864662984553571
GZF1	7.535388120303689	7.4594405764028595	0.07594754390082947	0.43675124072121685	0.8016643414649064
C17orf67	5.125401265449435	5.0494430312434595	0.07595823420597547	0.81747127010833	0.951965392366066
RP11-248J23.7	1.0019745385130567	0.9260150492725042	0.07595948924055251	0.7710460205508478	0.9352797473206367
ATXN3	8.143840373918307	8.067863257991974	0.07597711592633338	0.4824107194128002	0.8310314057837607
PSMB1	12.336923496049979	12.260786819516204	0.07613667653377476	0.2829503382044175	0.7090109465298364
TTC26	6.3223031410904955	6.246165873257707	0.07613726783278896	0.5810102277558451	0.8731214017567003
PSG9	0.4510389672562438	0.37489638146850046	0.07614258578774336	0.8803537218673507	0.9707557509474564
SORCS3	1.086941578397438	1.0107734686482173	0.07616810974922084	0.7672115320548987	0.9343624730362321
ATP1B3	11.339230416710064	11.263033496266486	0.07619692044357862	0.48868880557840433	0.8343489760189275
C11orf89	2.268595292238019	2.192381364700624	0.07621392753739498	0.774886111810216	0.9374402729033915
AAGAB	9.390766822750964	9.314494139677285	0.07627268307367885	0.39927507743238466	0.7808846338271681
PHLDB3	9.060001909231671	8.983709543922409	0.07629236530926242	0.5239914344559482	0.8530376333522596
HIST1H1B	0.5830966134020928	0.5067896811537389	0.07630693224835394	0.9240528290677741	0.9801881369318133
SPRN	5.6353290303486006	5.558999855355785	0.07632917499281522	0.951989711345521	0.9884063977552379
ZDHHC23	5.941528913287504	5.865157611487349	0.0763713018001555	0.691830983249414	0.9122891801417948
DMXL2	7.733072594384855	7.656632600049523	0.076439994335332	0.3799230177749927	0.7693082054389778
ACVR2A	7.651540577839841	7.575058892920566	0.07648168491927443	0.38265174844562466	0.7708056235694852
CTD-3203P2.2	5.063008302173941	4.986510987613203	0.07649731456073816	0.8448629308895339	0.9601050603619239
RPLP0	15.868461506249933	15.791910120052897	0.0765513861970355	0.33538029692456794	0.7451440731475212
ELOVL7	8.357683510439283	8.281124766862433	0.07655874357685022	0.5810102277558451	0.8731214017567003
FAM102B	7.2576919581363395	7.181122373606735	0.07656958452960438	0.6515842081026086	0.8988525676385932
KCTD18	8.405390227813117	8.328764665055925	0.0766255627571919	0.6371895397988824	0.8929969910594263
GNG5	11.70000059394483	11.623370767427861	0.07662982651696915	0.3455459680883448	0.7499801180818657
PTPN9	8.98769093148826	8.911010401688932	0.0766805297993276	0.4730763692434189	0.8251764042391672
SAP18	11.9992306931446	11.922471918983744	0.07675877416085619	0.43085719798966493	0.7988161752812559
CYB561D1	6.795365922390322	6.71855268024305	0.07681324214727159	0.9719828368510578	0.9920282125493984
RAD54L	4.4823665411791005	4.40553015500202	0.07683638617708066	0.9679823996743662	0.9917245422406367
CCDC81	4.845384220927699	4.768540221311969	0.07684399961572996	0.9599840425344136	0.9899342835987057
PCM1	10.618461584898238	10.541572843741159	0.07688874115707911	0.27404943250295977	0.7021649218829351
CENPW	7.316915899988755	7.2400052944313344	0.07691060555742091	0.8213715705066224	0.9524876817616431
RND2	7.663093173610386	7.586181529077853	0.07691164453253307	0.7329676745364753	0.9246247342701591
CCDC94	9.172307464263117	9.095393086762313	0.07691437750080432	0.6734204476724661	0.9065217823202715
SUV420H1	9.355385097363863	9.278425662207164	0.07695943515669867	0.47617672959663093	0.8274933778066643
NUDT16L1	10.13000075430053	10.053033686030842	0.07696706826968835	0.4824107194128002	0.8310314057837607
PSMC2	10.69230770304722	10.615280799019732	0.07702690402748757	0.3229469550459506	0.7369389732235123
NUP107	8.191540848589392	8.114496190276888	0.07704465831250396	0.4192085494755198	0.7929607502127302
KIAA1658	1.6736346770736306	1.5965893126197899	0.07704536445384069	0.8213715705066224	0.9524876817616431
SERP2	7.683078629712161	7.605954326024465	0.07712430368769585	0.6515842081026086	0.8988525676385932
LGALSL	8.511541055337362	8.434386535742755	0.0771545195946075	0.5371454321924034	0.8583392656916777
MFSD11	8.976155286478779	8.898988522593248	0.0771667638855309	0.5673361100271168	0.8687006251735204
QDPR	10.24076800667785	10.163594712972207	0.07717329370564308	0.5504633571722519	0.8631856949217369
CHCHD5	10.139230065458625	10.062022458171393	0.07720760728723164	0.5639418224813685	0.8664902110040228
VPS18	8.473072247311347	8.39584260709563	0.07722964021571599	0.8291853404742575	0.9546193451366823
ZNF195	8.402307193369218	8.325056472363974	0.07725072100524422	0.9081286343851969	0.9771839698329812
MTRR	8.976919910808968	8.899661624235408	0.07725828657356004	0.5305477374691512	0.8547713548114103
ZMYND15	5.528414948694545	5.4511052029026485	0.07730974579189631	0.9559863235075591	0.988891453125052
COPA	10.886922609457786	10.809550315937571	0.0773722935202148	0.5471186900329778	0.8618740232575547
GSTO1	11.380768711178648	11.303370514823067	0.0773981963555812	0.5879046405376945	0.8755351470661945
SIRT5	8.309999570588353	8.232586547985946	0.07741302260240701	0.7519313636564546	0.9296791578351222
GNL2	9.616923851142701	9.539439334038896	0.07748451710380522	0.37720628188213645	0.7682488040301353
ANK3	9.145384811643696	9.067865585220277	0.07751922642341924	0.30605183637601363	0.7266087920844688
B4GALT6	6.8684657985305995	6.790897071950944	0.07756872657965541	0.5371454321924034	0.8583392656916777
NLRP6	1.6295509095892844	1.5519268027877446	0.07762410680153975	0.5775772703036235	0.8719195330545085
ANKRD18B	4.841548718812292	4.763778537723056	0.07777018108923617	0.9320267597720693	0.9826938776685535
UBA6	8.079233106731433	8.00146034815664	0.0777727585747936	0.5948366439264114	0.8779613387784914
EIF2D	10.13615419543199	10.058315023599759	0.0778391718322311	0.43379843270712315	0.7999531243886316
MFN1	8.9507669117982	8.872919713047294	0.07784719875090573	0.33286928131720006	0.7434652135576217
LASP1	10.040768039235786	9.962920595013246	0.07784744422253986	0.6407756696625078	0.8938955569432088
C16orf86	6.708466064430869	6.630560958695529	0.07790510573533993	0.725426863742838	0.9235563818584107
GTF2I	11.782307950288766	11.704382111601042	0.07792583868772418	0.3585261905947641	0.7591534685631721
DTWD1	9.448462903769588	9.370450711380773	0.0780121923888153	0.39090974538406464	0.7762782993059192
KDELC1	6.151548933797843	6.073479681953339	0.07806925184450364	0.5639418224813685	0.8664902110040228
CTD-2368P22.1	6.559990197457567	6.481914543450633	0.07807565400693406	0.7595597157851446	0.9316474638927164
SAMD14	6.393823952319581	6.315730278324928	0.07809367399465295	0.7941674936890287	0.9434073703649202
SIPA1	9.97461864753389	9.896517665652185	0.078100981881704	0.7179125823863085	0.9208778666304727
IDNK	8.349999676811448	8.271797598088522	0.07820207872292606	0.6734204476724661	0.9065217823202715
ABHD15	7.120022259560601	7.041801448891492	0.07822081066910869	0.5571827406691089	0.8655247418172817
EPHA5	4.93256513708065	4.8543221065035835	0.07824303057706672	0.6770873690634635	0.9071665684825864
NFXL1	7.326918648671997	7.248653261230805	0.07826538744119205	0.5605573471661444	0.8655252570232997
SYAP1	8.911538234278897	8.833257212243668	0.07828102203522924	0.5272643869727321	0.8534073067496799
DENND4A	7.404623349934093	7.326298435860289	0.07832491407380449	0.3429863200225286	0.7479902838283189
CDH3	9.457691000788161	9.379325012926772	0.07836598786138893	0.9959967420491582	0.9981891187650931
RNF34	8.647692622350359	8.569212046953966	0.07848057539639264	0.5471186900329778	0.8618740232575547
RP11-1021N1.1	0.7598836675729305	0.6813938771315553	0.07848979044137516	0.8057978230470256	0.9470919621382659
ICMT	9.551539801534155	9.473035000007021	0.07850480152713324	0.2696714945762504	0.6998086718755588
MAP3K7CL	6.593836023835754	6.515287982892895	0.07854804094285939	0.8527252395619977	0.9625531215385585
CARD8	8.524619461301366	8.446067957693165	0.0785515036082014	0.5471186900329778	0.8618740232575547
RAD51	4.929936870889297	4.851353384059824	0.0785834868294728	0.7443271694578325	0.9283445014495306
H1FNT	0.9428030159403158	0.8642083985637014	0.07859461737661444	0.7216663654143372	0.9223149366263795
CNDP2	12.342307928114728	12.263707958050507	0.07859997006422148	0.8606022082156476	0.9654011343408299
HEATR1	7.289227383580997	7.210564650395094	0.07866273318590267	0.43379843270712315	0.7999531243886316
TAF12	8.963073828918523	8.884380958019442	0.07869287089908106	0.2807069575739327	0.707282112802499
ACP5	9.525384842218871	9.446630515311984	0.07875432690688733	0.9041530946044045	0.9754997724487805
MAK	2.4814913485687873	2.40272576464931	0.07876558391947741	0.9240528290677741	0.9801881369318133
CS	10.904614137300506	10.825842145939234	0.07877199136127189	0.6844441445496784	0.9096618813791683
ERAL1	9.913845294109054	9.835056829583849	0.07878846452520527	0.25264094328091946	0.6865259413655782
MED17	9.137690552381567	9.058876266172554	0.07881428620901332	0.25472780099219217	0.6880899898649961
C4orf27	9.0292307654714	8.950335590029233	0.07889517544216673	0.36645958329824546	0.7627385064031595
TXNRD3NB	0.9178865831598191	0.8389760862890852	0.07891049687073393	0.7443271694578325	0.9283445014495306
NHP2	11.523076676153046	11.444157337988607	0.07891933816443952	0.37720628188213645	0.7682488040301353
GLTPD1	9.133081248849356	9.054157524185547	0.07892372466380948	0.6992472611967921	0.9143886781730436
SLC38A7	7.3253966503187815	7.24640943003034	0.0789872202884414	0.5404596746191069	0.8598629854252796
CLEC2L	0.8311299235638826	0.7521356474338952	0.07899427612998744	0.5371454321924034	0.8583392656916777
SMIM3	1.3998559582817036	1.3208593709728613	0.07899658730884229	0.7179125823863085	0.9208778666304727
CTC-487M23.8	4.285409476757587	4.206384314582695	0.07902516217489186	0.6552035319294766	0.8997561999321089
GOSR2	10.16769236898308	10.088651485937651	0.07904088304542789	0.7216663654143372	0.9223149366263795
HCST	8.136143574132763	8.057081137811764	0.0790624363209993	0.798039326474844	0.943697955571707
SND1	11.546153548845364	11.467078693930855	0.07907485491450927	0.44269145959918765	0.8051829483891347
NDFIP1	10.83846109670385	10.759325375565183	0.07913572113866785	0.402087284622776	0.7831886232673793
COMMD2	8.667691333455178	8.588537065293288	0.07915426816188997	0.6697612721754149	0.9054106508950903
TGS1	7.787696936110493	7.7084294972657625	0.07926743884473009	0.6336118859144646	0.8914817418320635
SCN9A	2.910356999766478	2.8310372749330805	0.07931972483339766	0.9799857256094662	0.9929068169568622
EIF3L	13.768461556770227	13.689101159623636	0.0793603971465906	0.3691281931494872	0.7642749719916395
MVB12A	10.091539832062406	10.01213471308203	0.07940511898037528	0.49501066340032207	0.8382272619104291
ZNF546	5.366144727750982	5.286735125776995	0.07940960197398717	0.5239914344559482	0.8530376333522596
RPL8	16.18384616454789	16.104382018952897	0.0794641455949936	0.41059490459903125	0.7877124620833833
DNAJC5G	1.1627015650772659	1.0832151327582014	0.07948643231906449	0.7367478199239406	0.9258660844917751
RHOA	12.936153821585533	12.856629162699349	0.07952465888618399	0.3585261905947641	0.7591534685631721
NUP160	8.380772684935723	8.301237223030814	0.0795354619049089	0.17076823109623607	0.6171921065141202
CALM2	13.779230913011894	13.699662896824817	0.07956801618707665	0.12844555919128708	0.5756029832656792
RETN	2.266253867718253	2.186623090117767	0.07963077760048609	0.7864391139149939	0.941473025873915
RALGPS1	7.584606978682365	7.504940003372603	0.0796669753097623	0.8606022082156476	0.9654011343408299
WIBG	10.359230314327066	10.279550050072762	0.07968026425430352	0.36380303834802796	0.7618237247780022
C10orf25	4.784619467104576	4.7049162319748525	0.0797032351297231	0.8922412762230935	0.973256955113499
LARS2	7.847690286923879	7.767980555954385	0.07970973096949407	0.5272643869727321	0.8534073067496799
CNPY2	11.896923411318262	11.817191065687018	0.07973234563124443	0.44269145959918765	0.8051829483891347
TEF	8.791537164877234	8.711800372492004	0.0797367923852299	0.9240528290677741	0.9801881369318133
EIF3K	12.889999986157976	12.810224808075045	0.07977517808293122	0.22276120258911436	0.6623554320902776
IL17RB	6.6107844393423685	6.531008359252759	0.07977608008960946	0.9280388911142782	0.9816148382491134
NAP1L1	12.973077025113286	12.893258411558161	0.07981861355512443	0.5239914344559482	0.8530376333522596
CYP2U1	7.7423070978498405	7.662471694904472	0.07983540294536873	0.46998714969350863	0.82436732834616
GINS3	6.651532792848906	6.571679099935578	0.07985369291332844	0.6300427778252433	0.8905882544049466
LMBR1	9.140767980820577	9.060897068994892	0.07987091182568484	0.35329773817760357	0.7551946487899668
TMEM151B	2.0750944806367952	1.9951706011057015	0.0799238795310937	0.9679823996743662	0.9917245422406367
RAN	12.420000078055734	12.340000086072484	0.07999999198325014	0.3455459680883448	0.7499801180818657
CMYA5	6.760014223799804	6.6800035008960466	0.08001072290375788	0.9320267597720693	0.9826938776685535
HNRNPA1	14.56769226613837	14.487640479350205	0.08005178678816449	0.3036869661008479	0.7243938476265411
STEAP1	10.52230759020775	10.442247277606182	0.0800603126015691	0.5810102277558451	0.8731214017567003
NME5	7.346926933472369	7.266860858185221	0.0800660752871476	0.7710460205508478	0.9352797473206367
TMEM2	8.472315032596589	8.392247937601958	0.0800670949946305	0.691830983249414	0.9122891801417948
RAP1GDS1	8.686158858868264	8.60606611575774	0.08009274311052472	0.7405343464675054	0.9278076168042245
PARP11	7.7423059667217355	7.662138202508405	0.08016776421333027	0.8252762917606598	0.9534943745191355
